x,y,original_label
64.59458,36.15299,Known Species 1
64.26284,36.733604,Known Species 1
64.199196,35.67554,Known Species 1
66.19925,35.69822,Known Species 1
65.028656,36.018494,Known Species 1
65.16872,34.836185,Known Species 1
65.51542,36.546215,Known Species 1
65.009926,37.347225,Known Species 1
66.42447,36.005554,Known Species 1
65.28693,37.14911,Known Species 1
66.024376,36.01168,Known Species 1
65.40572,36.698994,Known Species 1
64.92994,35.735992,Known Species 1
66.62085,35.829746,Known Species 1
64.704704,36.06111,Known Species 1
65.51324,35.259098,Known Species 1
66.35814,36.249966,Known Species 1
64.373245,36.665344,Known Species 1
64.04391,35.779568,Known Species 1
66.05127,34.81647,Known Species 1
65.66972,35.063396,Known Species 1
64.8701,37.326183,Known Species 1
64.6499,35.978348,Known Species 1
66.03457,35.440197,Known Species 1
65.71507,34.677288,Known Species 1
64.62835,36.27741,Known Species 1
64.50557,36.03833,Known Species 1
65.65623,36.91297,Known Species 1
64.46388,36.263153,Known Species 1
65.10334,35.33334,Known Species 1
65.67174,37.2733,Known Species 1
66.60718,35.83587,Known Species 1
64.38608,36.237907,Known Species 1
65.50157,37.384365,Known Species 1
65.81056,35.42382,Known Species 1
64.40317,36.50049,Known Species 1
65.8908,35.37666,Known Species 1
65.435,36.494972,Known Species 1
66.14554,36.860836,Known Species 1
65.57358,37.090412,Known Species 1
65.49347,35.04482,Known Species 1
64.8585,35.315804,Known Species 1
66.58594,36.159126,Known Species 1
64.46916,36.856026,Known Species 1
-29.185143,-55.35428,Known Species 2
-30.477495,-55.938972,Known Species 2
-28.812204,-56.608578,Known Species 2
-27.983562,-56.144196,Known Species 2
-29.709064,-57.366024,Known Species 2
-29.769318,-55.296593,Known Species 2
-28.841997,-56.575703,Known Species 2
-28.978094,-55.51558,Known Species 2
-28.55027,-55.854237,Known Species 2
-29.734379,-56.23154,Known Species 2
-28.608627,-55.52989,Known Species 2
-28.159216,-56.762775,Known Species 2
-29.854828,-55.845886,Known Species 2
-28.918634,-55.780293,Known Species 2
-29.53241,-55.74452,Known Species 2
-29.785795,-55.486225,Known Species 2
-28.339333,-56.235126,Known Species 2
-29.536999,-57.2812,Known Species 2
-28.315794,-56.298615,Known Species 2
-30.01479,-55.652443,Known Species 2
-30.078531,-56.042896,Known Species 2
-29.10829,-56.762238,Known Species 2
-29.919336,-56.853725,Known Species 2
-28.339598,-56.447796,Known Species 2
-30.546013,-55.856533,Known Species 2
-29.335918,-57.7341,Known Species 2
-29.241636,-57.435314,Known Species 2
-29.22372,-54.98992,Known Species 2
-28.297855,-55.477444,Known Species 2
-29.90928,-55.277946,Known Species 2
-29.31307,-55.963123,Known Species 2
-30.237474,-55.564774,Known Species 2
-28.750605,-56.334045,Known Species 2
-28.609417,-56.745407,Known Species 2
-29.154722,-56.88115,Known Species 2
-30.183426,-57.079514,Known Species 2
-28.308275,-55.36155,Known Species 2
-28.92392,-55.196686,Known Species 2
-30.224403,-57.117237,Known Species 2
-29.043854,-55.902794,Known Species 2
-29.883001,-55.913845,Known Species 2
-28.516724,-57.30274,Known Species 2
-28.440481,-56.752132,Known Species 2
-30.123665,-55.884926,Known Species 2
-28.116022,-56.36252,Known Species 2
-28.769484,-56.826977,Known Species 2
-28.353485,-56.05435,Known Species 2
-29.94248,-57.620163,Known Species 2
-28.550573,-57.540894,Known Species 2
-29.463224,-57.760017,Known Species 2
-29.257696,-57.047253,Known Species 2
-29.049084,-57.832733,Known Species 2
-30.005787,-55.49573,Known Species 2
-28.599453,-55.375057,Known Species 2
-28.966267,-55.10556,Known Species 2
-28.379778,-56.973423,Known Species 2
-30.34987,-55.627106,Known Species 2
-29.097614,-56.13508,Known Species 2
-30.347588,-55.694866,Known Species 2
-30.210356,-56.13032,Known Species 2
-28.768713,-56.92496,Known Species 2
-29.688745,-56.1712,Known Species 2
-28.696856,-55.319477,Known Species 2
-28.270683,-56.526535,Known Species 2
-29.37607,-57.26226,Known Species 2
-28.288588,-56.60481,Known Species 2
-29.423342,-57.568592,Known Species 2
-29.986963,-55.872746,Known Species 2
-29.677809,-56.958344,Known Species 2
-29.523594,-55.759174,Known Species 2
-29.32217,-57.334198,Known Species 2
-29.457859,-55.12219,Known Species 2
-28.623987,-56.13595,Known Species 2
-29.236162,-56.379726,Known Species 2
-28.144144,-56.51942,Known Species 2
-29.020817,-55.774624,Known Species 2
-29.358816,-57.23965,Known Species 2
-30.202967,-56.73231,Known Species 2
-29.001896,-57.268875,Known Species 2
-29.615786,-56.704758,Known Species 2
-28.380613,-56.9593,Known Species 2
-29.798552,-55.610134,Known Species 2
-29.046179,-56.57166,Known Species 2
-29.784084,-56.73916,Known Species 2
-28.629498,-55.35594,Known Species 2
-28.913647,-55.602528,Known Species 2
-30.260857,-56.99411,Known Species 2
-28.404404,-56.548576,Known Species 2
-28.019333,-56.5465,Known Species 2
-29.257153,-57.114147,Known Species 2
-28.988964,-55.90245,Known Species 2
-29.950226,-56.837276,Known Species 2
-29.602383,-55.23892,Known Species 2
-30.069073,-57.566956,Known Species 2
-28.442814,-57.42799,Known Species 2
-28.24702,-56.50342,Known Species 2
-28.779308,-57.599888,Known Species 2
-29.318905,-57.538734,Known Species 2
-30.533194,-55.836,Known Species 2
-29.689556,-55.19598,Known Species 2
-53.38526,46.472397,Known Species 3
-51.944714,46.62415,Known Species 3
-52.198055,47.38083,Known Species 3
-52.900826,46.183907,Known Species 3
-53.253456,47.462708,Known Species 3
-52.486763,46.923344,Known Species 3
-53.800526,46.236057,Known Species 3
-54.06459,47.724125,Known Species 3
-53.822586,46.61951,Known Species 3
-54.227917,47.52348,Known Species 3
-53.03398,45.8348,Known Species 3
-54.201748,47.107998,Known Species 3
-53.419514,46.038906,Known Species 3
-52.542736,46.74028,Known Species 3
-52.6054,47.34517,Known Species 3
-52.563866,46.163002,Known Species 3
-53.411377,46.377464,Known Species 3
-53.886467,47.92552,Known Species 3
-52.162464,46.871475,Known Species 3
-53.004787,47.388634,Known Species 3
-53.9948,46.131268,Known Species 3
-53.084282,45.970207,Known Species 3
-53.108772,46.621864,Known Species 3
-52.995842,48.022297,Known Species 3
-54.334797,47.276497,Known Species 3
-53.28676,45.89139,Known Species 3
-53.158436,46.960968,Known Species 3
-52.51329,47.489407,Known Species 3
-53.757393,46.30209,Known Species 3
-53.644466,47.078613,Known Species 3
-53.542656,45.675632,Known Species 3
-53.17773,46.845875,Known Species 3
-52.67693,45.65584,Known Species 3
-54.592285,46.17019,Known Species 3
-52.30875,47.447807,Known Species 3
-52.622612,47.330368,Known Species 3
-53.887444,45.808403,Known Species 3
-53.07629,47.431305,Known Species 3
-52.859745,45.83685,Known Species 3
-53.8548,47.834034,Known Species 3
-52.944355,45.667423,Known Species 3
-52.70364,46.36695,Known Species 3
-52.404312,47.423824,Known Species 3
-52.2985,47.414574,Known Species 3
-52.609802,47.97804,Known Species 3
-52.890034,47.19645,Known Species 3
-53.1001,47.82377,Known Species 3
-54.133102,46.60756,Known Species 3
-52.76126,47.973797,Known Species 3
-52.25365,46.5225,Known Species 3
-52.951595,48.195347,Known Species 3
-52.221397,47.16896,Known Species 3
-53.415535,47.517624,Known Species 3
-54.692387,46.1602,Known Species 3
-52.221867,46.905777,Known Species 3
-51.80217,46.724274,Known Species 3
-52.59541,46.63301,Known Species 3
-52.798206,46.28049,Known Species 3
-52.994114,45.637363,Known Species 3
-51.716377,46.827103,Known Species 3
-53.44477,47.456207,Known Species 3
-54.015278,47.5802,Known Species 3
-52.789753,45.7637,Known Species 3
-52.6614,47.27746,Known Species 3
-52.151844,46.40853,Known Species 3
-52.339336,46.28212,Known Species 3
-53.412888,47.812866,Known Species 3
-54.623566,46.210163,Known Species 3
-54.541813,47.1007,Known Species 3
-54.18073,47.34903,Known Species 3
-53.06058,46.744923,Known Species 3
-53.999996,47.55713,Known Species 3
-52.91497,47.282032,Known Species 3
-53.03665,45.516773,Known Species 3
-52.869064,46.904377,Known Species 3
-51.74061,46.68508,Known Species 3
-53.71942,47.78366,Known Species 3
-52.900833,46.92246,Known Species 3
-53.436497,45.119465,Known Species 3
-54.08677,47.16358,Known Species 3
-54.091824,46.615818,Known Species 3
-54.165474,46.900234,Known Species 3
-53.45122,46.051567,Known Species 3
-51.753975,46.723522,Known Species 3
-53.52593,47.281296,Known Species 3
-53.14554,46.114754,Known Species 3
-53.505383,46.811466,Known Species 3
-52.405136,46.604393,Known Species 3
-53.722763,47.44913,Known Species 3
-54.093056,47.47683,Known Species 3
-52.55295,46.15488,Known Species 3
-52.629044,46.583652,Known Species 3
-54.1549,47.610916,Known Species 3
-52.46805,47.062813,Known Species 3
-53.446312,45.079372,Known Species 3
-53.91044,46.5834,Known Species 3
-53.185246,47.54255,Known Species 3
-52.457005,47.593746,Known Species 3
-52.62744,46.038715,Known Species 3
-52.961025,47.64027,Known Species 3
71.92227,56.297253,Known Species 4
70.5515,57.05674,Known Species 4
71.7931,57.94864,Known Species 4
70.179146,56.56371,Known Species 4
69.61964,56.74184,Known Species 4
71.58785,57.630177,Known Species 4
71.63504,56.545677,Known Species 4
70.72143,56.68275,Known Species 4
72.23689,56.419586,Known Species 4
70.88922,56.515972,Known Species 4
70.93771,56.449203,Known Species 4
69.94222,56.036537,Known Species 4
71.88417,57.16719,Known Species 4
70.4418,56.53674,Known Species 4
72.28459,56.993885,Known Species 4
71.90923,57.175873,Known Species 4
71.55813,55.825996,Known Species 4
71.78634,56.77418,Known Species 4
72.0577,57.449413,Known Species 4
71.46128,57.392574,Known Species 4
70.47736,56.061672,Known Species 4
70.82506,56.76132,Known Species 4
71.20163,55.79963,Known Species 4
70.38658,57.196976,Known Species 4
71.37528,57.590984,Known Species 4
71.19552,55.569927,Known Species 4
70.93713,55.77306,Known Species 4
71.03483,57.275333,Known Species 4
70.4982,57.37433,Known Species 4
70.401,56.522907,Known Species 4
70.14352,57.141132,Known Species 4
71.30225,55.89036,Known Species 4
71.29243,55.71794,Known Species 4
70.41994,57.50431,Known Species 4
71.39926,57.815365,Known Species 4
72.19355,57.33155,Known Species 4
71.926605,57.66711,Known Species 4
71.49104,56.80386,Known Species 4
70.80806,57.370583,Known Species 4
70.10681,57.034214,Known Species 4
71.38065,55.63856,Known Species 4
70.62401,56.72378,Known Species 4
70.05326,57.279835,Known Species 4
70.88883,56.666023,Known Species 4
71.79677,57.519516,Known Species 4
71.30646,56.902706,Known Species 4
69.80084,56.274403,Known Species 4
71.25598,56.98735,Known Species 4
72.20784,57.495926,Known Species 4
72.375565,56.293514,Known Species 4
71.075966,55.982082,Known Species 4
72.13607,57.3401,Known Species 4
71.71279,56.251812,Known Species 4
71.20693,57.5574,Known Species 4
71.13547,56.396267,Known Species 4
71.76942,56.42207,Known Species 4
69.885345,56.392033,Known Species 4
69.754196,56.162643,Known Species 4
72.340675,57.286125,Known Species 4
71.18691,57.670464,Known Species 4
72.24765,57.06192,Known Species 4
71.6405,57.089268,Known Species 4
69.76181,56.87158,Known Species 4
71.132484,57.996216,Known Species 4
70.390785,57.57283,Known Species 4
69.88512,56.07687,Known Species 4
70.88338,55.799534,Known Species 4
72.2913,56.872128,Known Species 4
70.797615,56.834656,Known Species 4
71.10293,57.448967,Known Species 4
71.27751,56.046734,Known Species 4
71.09695,55.86472,Known Species 4
69.72538,57.116283,Known Species 4
71.64313,57.759888,Known Species 4
72.08007,56.39893,Known Species 4
69.72713,56.3876,Known Species 4
71.65425,55.980034,Known Species 4
69.39798,57.24132,Known Species 4
70.89501,56.550045,Known Species 4
70.320114,57.451084,Known Species 4
71.58735,57.18593,Known Species 4
71.41551,57.83785,Known Species 4
70.07386,57.46123,Known Species 4
71.08027,55.740425,Known Species 4
71.74104,55.827057,Known Species 4
69.99098,56.63399,Known Species 4
72.401985,56.18775,Known Species 4
71.616806,55.850544,Known Species 4
71.91974,57.1392,Known Species 4
72.258026,56.18802,Known Species 4
70.728745,57.60456,Known Species 4
69.67436,57.191284,Known Species 4
69.5803,57.024246,Known Species 4
72.201065,57.060776,Known Species 4
71.32278,56.870632,Known Species 4
70.62245,57.258305,Known Species 4
69.37238,57.30367,Known Species 4
71.34362,56.58267,Known Species 4
72.08157,57.32976,Known Species 4
71.58499,56.458317,Known Species 4
102.76474,-4.413273,Known Species 5
101.89633,-3.7226682,Known Species 5
101.84992,-2.633241,Known Species 5
103.77715,-2.6646492,Known Species 5
103.52609,-3.3361776,Known Species 5
103.65335,-4.257557,Known Species 5
102.844536,-4.6711626,Known Species 5
103.51547,-2.559833,Known Species 5
102.63466,-2.9543133,Known Species 5
102.972244,-2.4588268,Known Species 5
104.213425,-4.1678557,Known Species 5
103.739716,-3.8903792,Known Species 5
102.2135,-2.5677679,Known Species 5
103.54025,-2.2891104,Known Species 5
101.74323,-3.8400667,Known Species 5
103.62622,-3.5907702,Known Species 5
103.37356,-2.0907278,Known Species 5
102.38272,-3.7391846,Known Species 5
102.525154,-4.223968,Known Species 5
103.30554,-4.173621,Known Species 5
103.94228,-3.2747993,Known Species 5
102.94173,-3.7018578,Known Species 5
102.99073,-3.5294037,Known Species 5
102.72339,-2.3709106,Known Species 5
103.614136,-2.641858,Known Species 5
102.96619,-3.4935846,Known Species 5
101.52539,-2.9335074,Known Species 5
102.30706,-3.8715055,Known Species 5
102.686935,-4.667983,Known Species 5
103.54183,-4.3590093,Known Species 5
103.079605,-2.300514,Known Species 5
102.76963,-2.4321222,Known Species 5
102.88917,-3.5828097,Known Species 5
101.94097,-4.1596127,Known Species 5
103.55358,-4.1276293,Known Species 5
103.022934,-3.90563,Known Species 5
103.55082,-4.0227747,Known Species 5
102.92879,-3.920527,Known Species 5
102.035866,-2.7747247,Known Species 5
101.8604,-3.863021,Known Species 5
102.808365,-4.191565,Known Species 5
103.53284,-4.3948283,Known Species 5
101.81528,-3.817396,Known Species 5
103.182076,-2.1669502,Known Species 5
101.76182,-3.2071419,Known Species 5
103.83226,-4.2432494,Known Species 5
103.147026,-2.9065387,Known Species 5
102.006256,-2.4466267,Known Species 5
103.746704,-3.1474986,Known Species 5
103.730606,-4.346867,Known Species 5
102.623055,-4.6231594,Known Species 5
104.14866,-4.200463,Known Species 5
102.35143,-3.2949204,Known Species 5
101.80423,-3.8840394,Known Species 5
103.48633,-4.4999895,Known Species 5
101.85852,-3.972022,Known Species 5
102.72561,-3.0016637,Known Species 5
102.97154,-2.47778,Known Species 5
103.08497,-2.358815,Known Species 5
102.44056,-3.6639788,Known Species 5
103.588165,-2.6928062,Known Species 5
103.9076,-2.7024434,Known Species 5
103.372925,-2.6708558,Known Species 5
102.901665,-4.588847,Known Species 5
102.86941,-3.030336,Known Species 5
102.97627,-3.361408,Known Species 5
102.136734,-3.03411,Known Species 5
102.259094,-2.700349,Known Species 5
102.053955,-3.3639112,Known Species 5
102.16633,-3.6705773,Known Species 5
101.83143,-2.5637193,Known Species 5
102.95086,-3.2379117,Known Species 5
103.578125,-4.217699,Known Species 5
103.73136,-2.4637,Known Species 5
103.96064,-3.07799,Known Species 5
103.21661,-2.735547,Known Species 5
101.97863,-3.7417858,Known Species 5
103.74958,-3.3403006,Known Species 5
103.0797,-4.178158,Known Species 5
102.635056,-2.701036,Known Species 5
102.84213,-3.6329763,Known Species 5
102.6841,-3.3082988,Known Species 5
102.503845,-2.597218,Known Species 5
103.95141,-3.0919776,Known Species 5
103.484764,-3.4663236,Known Species 5
102.07687,-3.1740506,Known Species 5
102.68597,-4.075587,Known Species 5
102.974525,-2.5280552,Known Species 5
102.8039,-3.4259982,Known Species 5
101.987915,-3.5012462,Known Species 5
101.809715,-3.89089,Known Species 5
101.872696,-3.2955718,Known Species 5
103.88948,-3.4865441,Known Species 5
102.92016,-3.431333,Known Species 5
103.231804,-3.6033258,Known Species 5
102.00501,-2.6055717,Known Species 5
103.06628,-2.5458272,Known Species 5
101.97745,-2.607979,Known Species 5
101.76228,-3.8197207,Known Species 5
102.88111,-2.9795814,Known Species 5
-7.4837193,19.399364,Known Species 6
-7.0622993,20.695072,Known Species 6
-6.695944,21.099129,Known Species 6
-6.927806,19.48244,Known Species 6
-6.589625,21.498705,Known Species 6
-8.0345955,19.457508,Known Species 6
-7.29962,20.005484,Known Species 6
-7.502846,20.576843,Known Species 6
-7.0999737,21.811592,Known Species 6
-6.6469054,20.234594,Known Species 6
-8.032609,20.765722,Known Species 6
-7.769367,21.109991,Known Species 6
-8.252342,19.531174,Known Species 6
-7.386508,20.456972,Known Species 6
-8.413023,20.6705,Known Species 6
-7.0800204,21.70049,Known Species 6
-8.434896,20.964458,Known Species 6
-7.341106,19.303806,Known Species 6
-7.5898666,21.61795,Known Species 6
-7.333681,20.033321,Known Species 6
-8.145034,20.14358,Known Species 6
-8.094273,20.884342,Known Species 6
-7.5491753,21.657137,Known Species 6
-8.4750595,20.143269,Known Species 6
-8.499997,21.149824,Known Species 6
-6.606218,20.021654,Known Species 6
-7.5391364,21.658394,Known Species 6
-7.636734,21.657063,Known Species 6
-7.8620973,20.015182,Known Species 6
-8.592861,20.544167,Known Species 6
-6.7716765,19.286882,Known Species 6
-7.379722,20.27936,Known Species 6
-8.525989,21.294294,Known Species 6
-6.647073,20.026089,Known Species 6
-8.37562,20.18686,Known Species 6
-7.4426246,20.467354,Known Species 6
-7.3434567,21.005375,Known Species 6
-7.2780437,20.758759,Known Species 6
-6.3195157,20.632381,Known Species 6
-8.41296,21.512564,Known Species 6
-8.369394,19.591879,Known Species 6
-8.172996,21.372334,Known Species 6
-7.5711765,20.088762,Known Species 6
-6.4612675,20.182146,Known Species 6
-7.1046257,21.550837,Known Species 6
-7.5847077,21.366995,Known Species 6
-8.250276,19.558506,Known Species 6
-7.6798253,20.833248,Known Species 6
-8.22787,21.59307,Known Species 6
-6.9384804,20.439129,Known Species 6
-7.221705,21.705961,Known Species 6
-6.3243475,21.215563,Known Species 6
-7.6444993,20.100777,Known Species 6
-6.80924,21.192472,Known Species 6
-6.90043,19.459564,Known Species 6
-6.8195825,20.861044,Known Species 6
-7.5286765,22.190414,Known Species 6
-6.4774895,20.837782,Known Species 6
-7.3594856,20.746468,Known Species 6
-7.3272824,20.69508,Known Species 6
-7.133877,21.849993,Known Species 6
-7.469418,22.012196,Known Species 6
-7.611859,20.249088,Known Species 6
-8.590803,21.303143,Known Species 6
-7.5801105,21.401531,Known Species 6
-7.9443383,19.906727,Known Species 6
-6.8352857,20.766476,Known Species 6
-6.6335063,20.366539,Known Species 6
-7.5071077,20.011599,Known Species 6
-8.336171,20.890549,Known Species 6
-7.992615,20.597334,Known Species 6
-7.995203,21.697443,Known Species 6
-8.134648,21.70703,Known Species 6
-6.723865,21.700548,Known Species 6
-7.405271,20.22342,Known Species 6
-6.6382937,20.164259,Known Species 6
-6.65872,20.178106,Known Species 6
-7.0101776,21.759207,Known Species 6
-8.52168,21.517773,Known Species 6
-7.901329,19.684212,Known Species 6
-8.61015,21.603628,Known Species 6
-7.8046927,20.140966,Known Species 6
-7.3434978,20.661531,Known Species 6
-6.483848,21.14627,Known Species 6
-7.2555733,20.452295,Known Species 6
-8.009632,19.63946,Known Species 6
-8.321817,21.62608,Known Species 6
-6.726671,19.223713,Known Species 6
-7.396595,21.420746,Known Species 6
-7.512141,19.975239,Known Species 6
-6.5714498,20.316532,Known Species 6
-7.488361,19.428278,Known Species 6
-7.7467947,20.469065,Known Species 6
-8.034405,19.570484,Known Species 6
-8.613433,21.248308,Known Species 6
-6.5210366,20.61078,Known Species 6
-7.521883,19.750177,Known Species 6
-6.7262416,19.504894,Known Species 6
-7.1840973,20.990355,Known Species 6
-6.8664675,20.823212,Known Species 6
26.655006,41.549488,Known Species 7
27.088413,40.71168,Known Species 7
27.454132,41.440735,Known Species 7
27.801476,40.529884,Known Species 7
26.752,40.664265,Known Species 7
27.797096,41.4485,Known Species 7
26.207129,41.07986,Known Species 7
27.371706,42.003796,Known Species 7
27.989727,42.963963,Known Species 7
26.429287,41.672054,Known Species 7
27.04149,40.74582,Known Species 7
26.768919,42.386215,Known Species 7
27.812574,42.028175,Known Species 7
27.557995,40.488377,Known Species 7
27.103117,42.30671,Known Species 7
27.633917,41.439365,Known Species 7
27.656048,41.597942,Known Species 7
28.77529,42.283634,Known Species 7
28.01113,41.040585,Known Species 7
28.719809,42.1203,Known Species 7
29.114677,41.34966,Known Species 7
28.511852,42.752254,Known Species 7
26.796938,40.907017,Known Species 7
28.991182,41.282486,Known Species 7
27.744772,41.298866,Known Species 7
28.90293,42.49639,Known Species 7
26.208902,41.099316,Known Species 7
27.96003,41.41091,Known Species 7
27.385063,43.167656,Known Species 7
27.931097,42.49942,Known Species 7
28.254135,41.81228,Known Species 7
28.384832,41.646248,Known Species 7
27.510313,41.65199,Known Species 7
28.007322,41.617825,Known Species 7
28.565226,42.179955,Known Species 7
27.30377,42.02556,Known Species 7
27.97738,41.543938,Known Species 7
27.565853,42.205063,Known Species 7
27.87954,42.50034,Known Species 7
28.67247,42.75947,Known Species 7
27.87301,41.832695,Known Species 7
29.156076,41.29182,Known Species 7
28.60802,41.042988,Known Species 7
26.962353,41.599476,Known Species 7
27.218458,42.015293,Known Species 7
28.241943,41.83376,Known Species 7
27.601864,42.598083,Known Species 7
27.576231,42.11524,Known Species 7
26.98853,41.207027,Known Species 7
27.638815,40.58421,Known Species 7
28.587873,41.322342,Known Species 7
27.728704,42.966076,Known Species 7
26.881708,42.54434,Known Species 7
26.79175,42.530933,Known Species 7
28.140049,41.858166,Known Species 7
27.69416,41.592358,Known Species 7
27.282694,42.131283,Known Species 7
27.329426,42.237263,Known Species 7
27.504045,40.671207,Known Species 7
27.351305,40.35074,Known Species 7
27.091927,41.043865,Known Species 7
27.890127,41.639133,Known Species 7
27.271688,41.543354,Known Species 7
26.856588,41.56926,Known Species 7
27.313183,41.623783,Known Species 7
27.843826,41.77406,Known Species 7
27.481138,41.145996,Known Species 7
28.07251,41.776264,Known Species 7
28.485876,42.35819,Known Species 7
28.241846,41.200844,Known Species 7
26.489717,41.72261,Known Species 7
27.271564,41.170353,Known Species 7
26.77438,41.387722,Known Species 7
27.383078,42.63774,Known Species 7
27.327023,43.280884,Known Species 7
27.16633,40.581966,Known Species 7
29.119333,41.46387,Known Species 7
28.792055,42.25826,Known Species 7
28.51404,41.22503,Known Species 7
26.930038,41.420197,Known Species 7
27.37359,40.617416,Known Species 7
